IDQUEST	ANY_NAIX	P1	P2	P3_A	P3_B	P3_C	P3_D	P3BIS	P4_A	P4_B	P4_C	P4_D	P5_A	P5_B	P5_C	P5_D	P6	P7	P8_A	P8_B	P8_C	P8_D	P9_A	P9_B	P9_C	P9_D	P10	P11	P15	P17	P18	P22	P23	P25	P26	P30	P31	P35	P39	P40	P42	P43	P47	P48	P50A	P50B	P50C	P51A	P51B	P51C	P56	P60	P64	P65	P66	P70	P73	P74	P75	P79	P81	P85	P89	P93	P97	P101	P105	P109	P116	P117	P118	P119	P120	P121	P122	P123	P124	P128A_1	P128A_2	P128A_3	P128A_4	P128B_1	P128B_2	P128B_3	P128B_4	P128C_1	P128C_2	P128C_3	P128C_4	P128D_1	P128D_2	P128D_3	P128D_4	P128E_1	P128E_2	P128E_3	P128E_4	P129	P130	P130A	P130B	P131	P132	P134	P135	SEXE	SIT_PROF	AMBIT_TERRITORIAL	EDAT_5	CAL
785818	1973	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	2	1	1	2	1	1	1	4	1	99	3	3	1	1	1	1	2	0	 	 	 	 	 	 	3	3	2	 	99	2	2	 	3	88	3	3	3	2	1	5	5	3	1	1	2	2	1	2	2	1	3	10	10	10	10	10	10	10	10	 	 	 	 	3	0	0	0	8	8	10	8	2	1	 	 	1	0	3	1	1	4	1	6	879393
785918	1969	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	3	4	2	2	5	2	2	3	5	2	5	5	1	1	1	5	2	1	1	 	 	4	 	 	5	5	2	 	99	2	2	 	5	5	5	5	5	5	5	5	5	5	3	3	2	1	1	2	2	1	3	10	5	7	6	10	10	10	10	 	 	 	 	0	0	0	0	5	4	5	5	1	99	 	 	2	1969	3	1	6	4	1	7	782006
786018	1946	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	2	5	1	2	1	1	2	1	5	2	97	97	1	1	2	5	2	2	1	1	 	4	5	 	5	5	2	 	99	4	2	 	5	5	5	5	5	1	3	5	2	5	1	3	1	2	2	3	3	2	3	10	10	10	8	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	 	1	0	3	3	1	4	1	12	820840
786118	1995	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	2	1	2	2	 	2	 	 	 	1	99	1	3	4	2	1	4	1	1	5	1	2	 	1	5	1	0	 	 	 	 	 	 	4	4	2	 	99	7	 	 	99	99	3	3	3	3	3	3	3	3	5	2	2	1	2	2	2	99	3	10	10	10	10	10	10	10	10	 	 	 	 	2	0	0	0	6	4	3	3	2	2	 	 	1	0	3	1	1	99	1	2	933716
786218	1965	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	1	1	1	1	2	1	1	3	7	139	1	3	1	1	6	1	2	 	1	2	2	1	1	 	 	1	 	 	2	2	2	 	99	1	2	 	2	2	2	2	2	2	1	2	3	2	1	2	2	2	3	2	2	1	2	10	10	10	9	10	10	10	9	 	 	 	 	10	10	8	7	7	6	5	5	2	2	 	 	1	0	3	3	1	4	1	8	873807
786318	1948	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	2	 	1	1	2	 	3	3	1	2	99	99	1	3	1	99	97	97	1	1	2	5	2	3	1	1	1	3	2	3	3	3	1	2	7	4	2	 	9	4	1	1	1	1	1	1	1	2	1	1	2	2	3	2	2	1	2	10	10	10	10	10	10	10	10	 	 	 	 	6	4	6	2	7	6	7	6	2	2	 	 	1	0	4	1	1	4	1	11	820840
786418	1945	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	 	1	1	 	2	1	1	2	1	4	2	 	1	3	1	1	1	1	1	3	1	1	1	1	2	2	3	2	2	1	1	10	10	10	5	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	5	1	0	2	1	1	4	1	12	820840
786518	1936	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	2	1	2	1	1	1	2	1	1	1	1	97	1	1	1	1	1	1	1	 	 	1	 	 	1	1	2	 	99	4	2	 	1	88	1	1	1	1	99	1	1	99	1	1	1	2	3	1	99	1	1	10	10	10	5	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	5	1	0	2	1	6	4	1	14	851135
786618	1980	999	 	1	2	1	1	 	1	1	1	1	 	 	 	 	108	999	2	 	 	 	2	 	 	 	4	8	3	1	6	108	3	2	6	108	97	97	1	1	3	8	108	2	3	1	 	8	8	 	8	5	2	 	99	1	3	 	5	88	5	5	5	5	5	5	5	3	98	4	5	4	1	1	1	2	9	6	5	9	10	9	7	10	10	 	 	 	 	3	4	7	7	0	0	0	0	2	1	 	 	3	2007	3	2	1	5	1	5	903019
786718	1987	998	 	1	2	2	 	 	1	1	2	 	 	 	 	 	998	998	1	1	1	1	2	 	 	 	3	6	3	1	6	998	3	1	6	998	6	6	1	1	3	6	998	1	1	 	 	6	 	 	5	5	2	 	99	1	2	 	5	5	5	5	5	5	5	5	5	5	98	4	5	1	4	2	99	99	99	1	0	0	0	10	10	5	5	 	 	 	 	0	0	0	0	10	10	10	10	2	1	 	 	3	0	2	2	1	4	1	4	903019
786818	1951	2	 	1	2	2	 	 	1	1	1	2	 	 	 	 	2	2	2	 	 	 	2	 	 	 	2	5	2	1	5	2	2	1	5	2	5	5	1	1	2	5	2	3	1	1	1	5	5	5	5	5	2	 	99	4	2	 	5	88	5	5	5	5	5	5	5	99	1	4	5	1	3	3	2	2	5	4	0	0	0	10	9	4	0	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	 	2	1966	1	1	1	4	1	11	816746
786918	1941	2	 	1	1	2	 	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	2	5	99	1	5	2	2	99	5	2	97	97	1	1	1	5	1	2	1	1	 	5	5	 	3	5	2	 	99	4	2	 	2	3	3	3	3	1	99	99	5	99	98	4	99	2	2	99	1	2	2	8	8	5	0	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	5	2	0	2	1	1	4	1	13	816746
787018	1974	2	 	1	1	1	2	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	2	5	1	1	5	2	2	1	5	2	5	5	3	 	 	 	 	0	 	 	 	 	 	 	5	5	2	 	99	4	2	 	5	4	5	5	5	5	5	5	4	5	1	3	2	1	4	1	2	2	3	7	6	6	0	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	1	1	0	2	1	1	4	1	6	879393
787118	1972	3	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	3	1	2	1	1	2	 	 	 	3	3	2	2	5	142	2	1	5	2	97	5	1	1	2	5	2	1	1	 	 	1	 	 	3	3	2	 	99	1	2	 	2	1	3	3	1	1	1	3	1	2	1	2	2	2	3	2	3	1	3	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	5	2	6	4	1	2	 	 	1	0	4	1	6	4	1	7	785924
787218	1985	108	 	2	 	 	 	 	1	1	1	2	 	 	 	 	108	2	2	 	 	 	2	 	 	 	4	8	3	1	6	108	3	1	6	108	6	97	1	1	3	6	108	3	3	1	1	6	6	6	8	8	2	 	99	8	 	 	99	99	5	5	5	5	5	5	5	8	98	4	5	1	3	99	99	2	99	5	2	0	0	8	7	6	5	 	 	 	 	0	0	0	0	0	0	0	0	99	99	 	 	3	2005	1	2	6	99	1	4	768500
787318	1981	3	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	4	4	2	1	5	2	2	3	5	2	5	5	1	1	1	4	1	2	1	1	 	3	3	 	5	5	2	 	99	1	2	 	3	88	3	3	1	3	3	5	3	5	1	3	2	2	2	1	2	1	3	9	9	9	9	10	10	10	10	 	 	 	 	0	0	0	0	5	5	6	4	2	2	 	 	1	0	3	1	1	4	1	5	879393
787418	1966	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	1	99	2	1	5	2	2	2	5	2	5	5	3	 	 	 	 	0	 	 	 	 	 	 	4	4	2	 	99	1	2	 	5	4	4	4	4	4	4	4	4	5	5	3	2	2	2	2	2	1	3	10	8	8	8	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	1	 	 	1	0	3	1	1	4	1	8	873807
787518	1967	3	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	1	1	1	1	1	1	2	4	5	3	4	5	2	3	4	5	2	5	5	1	1	3	5	2	2	3	1	 	5	5	 	4	4	2	 	99	1	3	 	2	2	3	3	3	3	3	3	3	5	98	2	2	2	3	99	2	2	3	10	9	10	7	10	10	10	10	 	 	 	 	8	7	9	7	8	8	10	7	1	1	 	 	3	2002	4	2	6	5	1	8	807035
787618	1933	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	3	1	1	1	1	1	1	1	1	2	5	1	2	5	2	1	99	5	2	5	1	1	2	1	5	2	4	1	1	1	5	5	5	5	5	2	 	99	4	 	 	99	99	1	1	1	3	3	3	5	99	98	3	2	2	3	2	99	99	3	8	10	8	5	10	10	10	10	 	 	 	 	5	5	5	5	5	5	5	3	2	2	 	 	1	0	3	1	6	99	1	14	851135
787718	1969	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	5	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	 	99	1	3	 	1	1	1	1	1	1	1	1	3	2	98	1	2	99	4	3	3	2	1	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	5	4	4	2	1	2	 	 	1	0	4	1	6	5	1	7	785924
787818	1976	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	1	1	1	2	 	 	 	2	4	2	2	5	2	1	2	3	2	5	5	1	1	1	4	1	0	 	 	 	 	 	 	4	3	2	 	99	1	2	 	3	3	3	3	4	3	2	3	4	4	1	3	2	2	2	2	1	1	3	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	5	5	5	5	2	99	 	 	1	0	2	1	6	4	1	6	748418
787918	1960	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	2	 	99	4	2	 	1	3	2	2	2	1	1	4	1	2	1	1	2	2	4	1	1	1	2	10	9	8	8	10	8	8	9	 	 	 	 	6	5	4	3	2	1	2	0	2	2	 	4	1	0	3	1	1	4	1	9	873807
788018	1954	2	 	1	2	2	 	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	2	5	3	99	5	2	3	99	5	2	5	5	2	 	3	5	2	2	3	3	 	5	5	 	5	5	2	 	99	2	2	 	5	5	5	5	5	5	5	5	5	5	2	4	5	4	4	3	3	1	5	5	0	0	0	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	1	 	 	3	2008	3	2	6	4	1	10	807035
788118	1999	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	5	3	1	99	2	1	1	99	2	1	2	2	1	1	1	3	1	0	 	 	 	 	 	 	3	3	2	 	99	99	 	 	99	99	3	3	3	3	3	3	3	3	1	2	2	2	3	2	2	2	3	10	10	10	10	10	10	10	10	 	 	 	 	0	0	0	0	4	5	3	3	2	2	 	 	1	0	2	1	6	99	1	1	890909
788218	1948	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	2	5	2	2	5	2	2	2	5	2	97	97	3	 	 	 	 	0	 	 	 	 	 	 	4	4	2	 	99	4	2	 	4	3	3	3	4	4	99	5	4	5	1	3	2	2	4	2	1	1	3	9	8	9	5	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	1	1	 	 	2	1966	3	1	6	4	1	11	846889
788318	1984	3	 	1	1	1	1	 	1	1	1	1	 	 	 	 	99	1	1	1	1	1	2	 	 	 	4	3	1	2	1	2	1	3	4	2	1	5	3	 	 	 	 	0	 	 	 	 	 	 	2	2	1	1	3	1	2	 	8	4	1	1	1	1	1	2	1	3	2	2	2	2	2	2	1	1	3	8	8	9	9	8	8	9	8	 	 	 	 	0	0	0	0	7	7	10	8	2	2	 	 	1	0	4	1	1	4	1	4	879393
788418	1971	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	2	1	1	2	 	 	 	2	2	1	2	1	1	2	4	4	2	1	97	2	 	1	5	2	1	1	 	 	3	 	 	2	3	2	 	99	1	1	1	99	2	3	3	3	3	2	2	3	4	3	2	2	2	1	1	1	2	3	10	10	9	3	10	10	10	9	 	 	 	 	2	1	1	1	5	2	5	4	2	2	 	 	1	0	3	1	6	3	1	7	785924
788518	1949	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	1	2	 	 	 	2	 	 	 	2	1	2	1	5	2	2	1	5	2	5	5	1	1	1	1	1	3	1	1	1	1	1	1	3	2	2	 	99	4	1	2	3	3	3	3	3	3	3	3	3	99	1	2	2	2	1	2	2	2	3	10	10	10	8	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	99	 	 	2	1960	2	1	6	1	1	11	846889
788618	1969	2	 	1	2	1	2	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	4	5	2	2	5	2	2	2	5	2	5	5	1	1	1	5	2	2	1	1	 	5	5	 	5	5	2	 	99	1	1	1	5	5	5	5	5	5	5	5	5	5	3	4	5	1	99	2	2	2	5	6	0	6	0	10	10	10	10	 	 	 	 	1	3	3	2	3	3	3	3	2	2	 	 	2	1998	3	1	6	3	1	7	782006
788718	1961	2	 	1	1	1	2	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	4	5	2	1	5	2	2	1	5	2	5	5	1	1	1	5	2	2	1	1	 	5	5	 	5	5	2	 	99	99	 	 	99	99	5	5	5	5	5	5	5	5	1	99	5	1	2	2	99	1	99	9	5	5	2	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	99	 	 	2	1975	3	1	6	99	1	9	782006
788818	1979	3	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	1	1	1	1	1	2	 	 	 	3	2	1	3	2	1	2	3	5	2	4	5	1	1	1	2	1	1	1	 	 	2	 	 	2	2	1	2	3	1	2	 	4	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	10	10	10	10	10	10	10	10	 	 	 	 	5	1	1	0	8	7	8	8	2	1	 	 	1	0	4	1	6	4	1	5	748418
788918	1974	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	1	1	1	2	 	 	 	3	4	2	2	5	2	2	3	5	2	97	5	1	1	1	4	1	1	1	 	 	4	 	 	4	4	2	 	99	1	2	 	4	2	4	4	4	4	4	4	4	4	1	3	2	2	2	2	2	1	4	10	10	10	10	10	10	10	10	 	 	 	 	3	0	0	0	8	7	8	7	2	2	 	 	1	0	3	1	1	4	1	6	879393
789018	1959	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	1	1	1	1	3	3	1	3	1	1	1	3	1	1	1	1	1	1	3	4	2	2	1	1	 	1	1	 	2	7	2	 	99	1	1	1	99	2	2	2	1	1	1	3	1	1	2	1	2	5	2	2	2	1	2	10	10	10	8	10	10	10	10	 	 	 	 	8	9	9	7	8	8	8	6	2	1	 	 	1	0	4	1	1	3	1	9	873807
789118	1977	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	1	1	2	2	 	2	 	 	 	4	3	1	2	3	1	2	2	5	2	3	5	1	1	1	3	1	2	1	1	 	1	1	 	1	3	2	 	99	1	2	 	3	3	2	2	2	1	1	1	1	3	1	2	2	2	2	1	1	2	2	10	8	9	7	10	9	9	9	 	 	 	 	2	2	0	0	5	4	5	4	1	99	 	 	1	0	2	1	1	4	1	6	879393
789218	1947	2	 	1	1	1	2	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	1	99	2	1	5	2	2	1	5	2	5	5	3	 	 	 	 	0	 	 	 	 	 	 	5	5	2	 	99	4	2	 	5	5	5	5	5	5	5	5	5	5	2	4	5	2	2	2	2	2	3	8	5	7	5	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	99	 	 	2	1962	2	1	1	4	1	12	816746
789318	1958	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	3	2	 	 	 	2	 	 	 	2	1	2	1	5	2	2	1	5	2	5	5	99	 	 	 	 	1	1	 	 	1	 	 	2	2	2	 	99	1	2	 	2	2	1	2	1	1	1	1	1	2	2	1	99	2	2	2	2	2	2	10	9	9	8	10	9	9	9	 	 	 	 	5	0	0	0	0	0	0	0	1	99	 	 	1	0	2	1	6	4	1	9	785924
789418	1974	2	 	1	2	1	2	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	3	5	2	2	5	2	1	3	5	99	5	5	1	2	2	5	142	0	 	 	 	 	 	 	5	5	2	 	99	1	99	 	5	5	5	5	5	5	5	5	5	5	4	4	99	1	3	1	2	1	6	8	0	8	2	10	10	10	10	 	 	 	 	0	0	0	0	5	5	5	5	2	2	 	4	1	0	4	1	1	99	1	6	879393
789518	1997	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	4	1	1	3	1	1	1	4	1	1	1	1	1	2	1	2	2	0	 	 	 	 	 	 	2	1	1	1	3	7	 	 	99	99	2	2	2	1	99	2	1	2	2	2	2	2	3	1	1	1	1	10	10	10	10	10	8	10	9	 	 	 	 	0	0	0	0	9	8	8	7	2	2	 	 	1	0	3	1	1	99	1	2	933716
789618	1983	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	2	 	 	 	3	3	1	3	1	1	1	99	1	1	1	1	1	1	1	5	2	1	1	 	 	1	 	 	4	4	2	 	99	1	2	 	3	1	2	99	1	1	1	1	5	4	2	2	2	2	2	99	2	2	3	9	10	9	8	9	10	9	8	 	 	 	 	0	0	0	0	3	0	0	0	2	1	 	 	1	0	3	1	6	4	1	4	748418
789718	1965	991	 	2	 	 	 	 	1	1	1	1	 	 	 	 	991	991	2	 	 	 	2	 	 	 	4	8	3	1	6	991	3	1	6	991	6	6	1	1	3	6	991	4	3	1	1	8	8	8	8	5	1	2	5	9	3	 	5	5	5	5	5	5	5	5	5	99	98	4	5	1	2	1	1	2	99	2	1	1	1	8	8	3	3	 	 	 	 	0	0	0	0	0	0	0	0	1	1	 	 	3	1984	1	1	6	5	1	8	807035
789818	2000	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	2	 	 	 	4	2	1	3	1	2	2	4	5	2	5	5	1	2	1	1	1	0	 	 	 	 	 	 	1	1	1	1	1	7	 	 	99	99	1	1	1	1	1	1	1	2	3	2	2	2	1	1	2	2	2	9	8	9	8	9	7	8	8	 	 	 	 	0	0	0	0	7	7	8	7	2	2	 	 	1	0	3	1	6	99	1	1	890909
789918	1942	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	1	1	1	2	2	1	1	1	1	1	1	2	1	1	97	97	1	1	1	1	1	2	1	1	 	1	1	 	1	1	2	 	99	4	2	 	1	3	1	1	1	1	1	1	1	1	1	1	1	5	2	2	2	1	2	10	10	10	10	10	10	10	10	 	 	 	 	5	5	4	4	1	1	1	1	2	2	 	 	1	0	3	1	1	4	1	13	820840
790018	1942	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	1	2	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	 	1	1	 	1	1	2	 	99	4	2	 	2	2	2	2	2	2	2	2	2	2	1	1	1	5	3	2	1	1	1	10	10	10	9	10	10	10	10	 	 	 	 	5	3	3	0	0	0	0	0	2	2	 	 	1	0	3	1	1	4	1	13	820840
790118	1945	2	 	1	2	2	 	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	2	5	2	1	5	2	2	1	5	2	5	5	2	 	2	5	2	4	2	1	1	5	5	5	5	5	2	 	99	4	1	1	5	5	5	5	5	5	5	5	5	5	1	4	5	1	2	2	1	99	3	2	2	0	0	10	10	10	8	 	 	 	 	0	0	0	0	0	0	0	0	2	1	 	 	2	1971	2	1	1	3	1	12	816746
790218	1983	2	 	2	 	 	 	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	4	5	3	3	5	2	3	3	5	2	5	5	1	1	3	5	2	2	3	1	 	5	5	 	5	5	2	 	99	9	2	 	5	5	5	5	5	5	5	5	5	5	4	4	5	1	4	3	3	1	5	1	1	1	1	10	10	10	10	 	 	 	 	5	6	6	6	9	9	9	9	2	2	 	 	3	2004	3	1	1	4	1	4	903019
790318	2000	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	1	1	1	2	 	 	 	3	5	3	3	4	2	3	2	5	2	5	5	2	 	1	3	1	0	 	 	 	 	 	 	5	5	1	1	3	7	 	 	99	99	2	2	5	1	1	5	3	4	2	2	2	2	1	1	2	1	3	10	10	10	9	10	10	10	10	 	 	 	 	3	0	0	0	6	6	8	7	2	2	 	1	3	2006	2	3	1	99	1	1	958772
790418	1990	2	 	1	2	1	2	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	2	5	3	2	5	2	3	3	5	2	5	5	1	1	1	5	1	0	 	 	 	 	 	 	5	5	2	 	99	1	2	 	5	5	5	5	5	5	5	5	5	5	1	4	99	4	1	1	2	2	3	4	1	7	0	10	10	10	10	 	 	 	 	1	0	0	0	2	1	4	3	2	1	 	 	3	2013	3	2	6	4	1	3	914841
790518	1962	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	1	1	2	1	2	1	2	1	2	4	1	2	2	5	2	1	3	1	1	5	1	1	1	1	1	1	2	1	1	 	1	1	 	3	2	2	 	99	1	1	3	4	2	2	2	2	2	2	4	2	2	1	1	2	2	2	1	2	1	1	10	8	9	7	10	8	9	7	 	 	 	 	6	5	6	6	6	5	6	6	2	1	 	 	1	0	3	1	1	2	1	9	873807
790618	1970	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	2	2	 	1	2	2	 	6	4	3	2	5	2	3	4	5	2	97	97	2	 	3	5	2	5	3	3	3	4	4	4	4	4	2	 	99	2	2	 	4	88	5	5	5	5	5	5	5	5	1	3	2	2	2	2	1	1	3	8	7	8	5	10	10	10	10	 	 	 	 	8	4	3	0	5	4	4	2	1	1	 	 	3	2001	3	1	6	4	1	7	807035
790718	1955	2	 	1	1	1	2	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	1	2	2	 	2	3	2	3	4	2	2	3	4	2	5	5	1	1	2	3	2	2	1	1	 	3	3	 	3	2	2	 	99	9	2	 	3	3	3	3	3	3	3	3	5	5	5	2	2	2	1	1	99	1	3	9	7	9	3	9	9	9	9	 	 	 	 	6	4	5	3	0	0	0	0	1	2	 	 	2	1979	3	1	6	4	1	10	782006
790818	2001	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	1	1	1	1	1	2	2	 	4	1	1	3	1	1	1	3	1	1	1	1	3	 	 	 	 	0	 	 	 	 	 	 	2	1	1	1	1	7	 	 	99	99	2	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	8	10	10	10	9	10	10	10	10	 	 	 	 	5	2	2	0	9	8	10	9	2	2	 	 	1	0	3	1	1	99	1	1	933716
790918	1940	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	1	2	1	1	2	1	1	2	1	1	1	2	1	1	97	1	1	1	1	1	2	2	1	1	 	1	1	 	1	1	2	 	99	4	2	 	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	99	2	9	10	10	10	8	10	10	10	10	 	 	 	 	5	5	8	8	2	0	0	0	1	2	 	 	1	0	3	1	6	4	1	13	851135
791018	1985	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	2	1	1	2	 	 	 	3	3	1	2	5	2	2	2	4	2	5	5	1	1	1	5	3	1	1	 	 	5	 	 	5	1	2	 	99	1	2	 	5	88	5	5	5	1	1	2	5	5	2	4	5	2	99	2	1	2	9	10	9	10	8	10	10	10	9	 	 	 	 	0	0	0	0	7	3	5	5	2	2	 	 	1	0	3	1	6	4	1	4	748418
791118	1963	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	1	1	2	2	 	 	 	4	5	2	2	5	2	2	2	5	2	5	5	1	1	3	5	998	2	1	1	 	4	4	 	3	3	2	 	99	9	1	1	3	3	2	3	3	1	1	4	1	3	3	2	2	2	1	3	2	2	3	10	9	10	9	10	9	10	10	 	 	 	 	1	1	2	0	4	4	4	3	1	1	 	 	2	1965	3	1	6	3	1	8	782006
791218	1979	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	2	1	2	2	 	 	 	2	5	2	2	5	2	2	3	5	2	5	5	1	1	1	4	2	0	 	 	 	 	 	 	5	3	2	 	99	1	2	 	3	3	3	3	3	2	2	2	3	4	2	2	2	2	1	1	2	2	3	10	10	10	10	10	10	10	10	 	 	 	 	3	0	0	0	7	5	5	5	2	2	 	 	1	0	3	1	6	4	1	5	748418
791318	1956	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	1	1	2	 	 	 	1	2	2	 	2	1	1	2	1	1	1	1	1	2	1	5	1	1	1	1	1	1	1	 	 	1	 	 	2	1	2	 	99	8	 	 	99	99	2	2	1	1	99	5	1	2	2	1	2	2	1	2	2	1	1	8	8	6	6	10	10	10	10	 	 	 	 	5	4	4	4	0	0	0	0	2	2	 	 	1	0	2	1	6	99	1	10	785924
791418	1946	2	 	1	2	1	2	 	1	1	1	1	 	 	 	 	2	2	2	 	 	 	2	 	 	 	5	5	2	2	5	2	2	2	5	2	5	5	1	1	2	5	2	2	1	1	 	5	5	 	5	5	2	 	99	4	2	 	5	5	5	5	5	5	5	5	5	99	4	4	5	3	4	3	2	2	3	7	0	4	0	10	10	10	10	 	 	 	 	0	0	0	0	0	0	0	0	2	2	 	 	2	1965	2	1	1	4	1	12	816746
791518	1976	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	1	1	1	1	1	2	 	 	 	4	1	2	4	5	2	1	4	1	1	5	1	1	1	1	1	1	2	1	1	 	1	1	 	2	3	2	 	99	1	2	 	2	3	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	2	10	10	10	10	10	10	10	10	 	 	 	 	4	2	3	0	8	7	8	7	2	2	 	 	1	0	4	1	6	4	1	6	748418
791618	1951	1	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	1	1	2	2	 	1	2	1	2	2	1	2	2	5	2	2	2	5	2	97	97	1	1	1	1	1	1	1	 	 	1	 	 	1	1	2	 	99	4	1	2	1	1	1	1	1	1	1	5	1	2	2	1	2	2	1	1	1	1	1	10	10	10	10	9	9	9	9	 	 	 	 	5	5	5	5	6	4	7	4	2	1	 	 	1	0	3	1	1	1	1	11	820840
791718	1964	2	 	1	1	1	1	 	1	1	1	1	 	 	 	 	2	2	1	1	1	1	1	2	2	 	4	5	2	1	5	2	2	1	5	2	97	5	1	1	1	5	2	2	1	1	 	5	5	 	3	1	1	2	1	1	2	 	3	3	4	4	4	4	4	4	4	5	1	3	2	2	2	99	99	1	3	9	9	9	9	10	10	10	10	 	 	 	 	5	4	5	4	6	6	6	6	1	1	 	 	1	0	4	1	1	4	1	8	873807
